Clean_Review,Sentiment
great price,Positive
great price,Neutral
great value purchase,Positive
decide try early decide turn far look good,Positive
just battery wrong nice battery home price that,Positive
like amazon product work,Positive
lot energy,Positive
love battery store battery longer battery bought store use alot battery boy toy cordless mic husband dj big test won toast wedding announcement able use set battery wedd,Positive
love battery nice money,Positive
nice flat packag work long time,Positive
pretty sure battery way better brand battery dont sack brand just amazon store,Positive
standard battery come nice little box,Positive
great value,Positive
product came time describ glad bought research buy good deal,Positive
battery say bought gift candle,Positive
battery rc toy got xma buy expensive brand,Positive
make thing work,Positive
work,Positive
theyre battery work simple,Positive
item look,Positive
happy purchase powerful,Positive
work describ,Positive
work brand,Positive
work great,Positive
work great long time work,Positive
work like,Positive
pro good battery like easy subscription option help make cheaper packag nicely donecon cheaper,Positive
battery awesome cost effective just long energizer duracell used low drain toy small electronic high drain device camera high power led flashlight using subscribe save make cost effective,Positive
